language,sent_id,sentence,tokens,word_idx,token_id,form,lemma,number
fi,w014.2,"Yhtiön perusti Mattighofenissa vuonna 1934 insinööri Hans Trunkenpolz nimellä Kraftfahrzeuge Trunkenpolz Mattighofen, jolloin se oli vielä metallityöpaja.","Yhtiön perusti Mattighofenissa vuonna 1934 insinööri Hans Trunkenpolz nimellä Kraftfahrzeuge Trunkenpolz Mattighofen , jolloin se oli vielä metallityöpaja .",5,6,insinööri,insinööri,Sing
fi,u015.3,"– Ylemmän AMK-tutkinnon suorittaneet joutuvat työnhakutilanteissa usein selittämään tutkinnon laajuutta, sisältöä ja vastaavuutta maisterin tutkintoon nähden, koulutuksen tunnettuutta selvittäneet Loretta Galli ja Sakari Ahola Turun yliopiston koulutussosiologian tutkimuskeskuksesta toteavat.","– Ylemmän AMK-tutkinnon suorittaneet joutuvat työnhakutilanteissa usein selittämään tutkinnon laajuutta , sisältöä ja vastaavuutta maisterin tutkintoon nähden , koulutuksen tunnettuutta selvittäneet Loretta Galli ja Sakari Ahola Turun yliopiston koulutussosiologian tutkimuskeskuksesta toteavat .",11,12,sisältöä,sisältö,Sing
fi,w124.18,Arsakidien armenialainen haara oli taantumassa ja georgialainen haara jo sammunut.,Arsakidien armenialainen haara oli taantumassa ja georgialainen haara jo sammunut .,0,1,Arsakidien,arsakidi,Plur
fi,w126.16,"Mithridates Eupator, josta tuli kuningas Mithridates VI, oli vanhempi ja murhan aikoihin noin yksitoistavuotias.","Mithridates Eupator , josta tuli kuningas Mithridates VI , oli vanhempi ja murhan aikoihin noin yksitoistavuotias .",13,14,aikoihin,aika,Plur
fi,fE04.3,"Se oli joku, joka sai sydämesi lyömään yhden ylimääräisen lyönnin, pysäytti maailman hetkeksi kunnes se taas jatkoi matkaansa.","Se oli joku , joka sai sydämesi lyömään yhden ylimääräisen lyönnin , pysäytti maailman hetkeksi kunnes se taas jatkoi matkaansa .",10,11,lyönnin,lyönti,Sing
fi,e1036.30,"Pois jääntiä työpäivänä, mukaan lukien myös perjantai, mikä on lempiaiheeni, ei voi puolustella millään, jos haluamme säilyttää uskottavuutemme.","Pois jääntiä työpäivänä , mukaan lukien myös perjantai , mikä on lempiaiheeni , ei voi puolustella millään , jos haluamme säilyttää uskottavuutemme .",1,2,jääntiä,jäänti,Sing
fi,u022.10,– Esimerkiksi matemaattis-luonnontieteellinen tiedekunta on panostanut opiskelu- ja uramahdollisuuksista kertomiseen muun muassa Luonnontieteet tutuksi -verkkosivuston avulla.,– Esimerkiksi matemaattis-luonnontieteellinen tiedekunta on panostanut opiskelu- ja uramahdollisuuksista kertomiseen muun muassa Luonnontieteet tutuksi -verkkosivuston avulla .,6,7,opiskelu-,opiskelu,Sing
fi,wn052.8,Kaupallisten viestimien edustajat suhtautuvat ehdotukseen kielteisesti.,Kaupallisten viestimien edustajat suhtautuvat ehdotukseen kielteisesti .,1,2,viestimien,viestin,Plur
fi,j030.34,"(13) On välttämätöntä laajentaa kuukausittaisia vaatimuksia, jotta saataisiin kuukausittainen talletusvelkojen erittely alasektoreittain ja edelleen maturiteetti-/valuuttakohtaisesti sekä lainojen erittely alasektorin/maturiteetin ja käyttötarkoituksen mukaan, koska näitä erittelyjä pidetään olennaisina rahapolitiikan hoitamisen kannalta.","( 13 ) On välttämätöntä laajentaa kuukausittaisia vaatimuksia , jotta saataisiin kuukausittainen talletusvelkojen erittely alasektoreittain ja edelleen maturiteetti- / valuuttakohtaisesti sekä lainojen erittely alasektorin / maturiteetin ja käyttötarkoituksen mukaan , koska näitä erittelyjä pidetään olennaisina rahapolitiikan hoitamisen kannalta .",27,28,käyttötarkoituksen,käyttö#tarkoitus,Sing
fi,s205.23,"Esimerkiksi valtio-opin perusopintoihin kuuluva luentokurssi vaatii takuuvarmasti eri määrän työtä ja panostusta riippuen siitä, onko kyseessä pää- vai sivuaineopiskelija.","Esimerkiksi valtio-opin perusopintoihin kuuluva luentokurssi vaatii takuuvarmasti eri määrän työtä ja panostusta riippuen siitä , onko kyseessä pää- vai sivuaineopiskelija .",2,3,perusopintoihin,perus#opinnot,Plur
fi,w066.13,Hän on koulutukseltaan diplomiekonomi.,Hän on koulutukseltaan diplomiekonomi .,3,4,diplomiekonomi,diplomi#ekonomi,Sing
fi,u036.7,Logistiikan toimialoista lentoliikenteen yritykset näkevät kysynnän elpymisen jonkin verran muita voimakkaampana.,Logistiikan toimialoista lentoliikenteen yritykset näkevät kysynnän elpymisen jonkin verran muita voimakkaampana .,6,7,elpymisen,elpyminen,Sing
fi,h1063.20,Lontoon Albert Hall pimeni kesken konsertin.,Lontoon Albert Hall pimeni kesken konsertin .,5,6,konsertin,konsertti,Sing
fi,fE06.6,"Keräsin tähtiä kämmenellisen taskuuni kun matkasin valonnopeudella galaksien rajamailla, ajattelin antaa niistä muutaman sinulle.","Keräsin tähtiä kämmenellisen taskuuni kun matkasin valonnopeudella galaksien rajamailla , ajattelin antaa niistä muutaman sinulle .",2,3,kämmenellisen,kämmenellinen,Sing
fi,b304.18,"En siis kuulu niihin, joiden kuusi lentää pihalle vasta sitten, kun siinä ei ole jäljellä yhtään neulasta…","En siis kuulu niihin , joiden kuusi lentää pihalle vasta sitten , kun siinä ei ole jäljellä yhtään neulasta …",18,19,neulasta,neulanen,Sing
fi,j022.13,"(11) Olisi määriteltävä käsite `yhteisön tuotannonala` ja säädettävä siitä, että viejiin etuyhteydessä olevat osapuolet voidaan jättää tämän käsitteen ulkopuolelle, ja olisi määriteltävä käsite `etuyhteys`; lisäksi on tarpeen säätää siitä, että polkumyyntimenettely voidaan aloittaa yhteisön tietyn alueen tuottajien puolesta, ja vahvistaa tällaisen alueen määrityksen suuntaviivat;","( 11 ) Olisi määriteltävä käsite ` yhteisön tuotannonala ` ja säädettävä siitä , että viejiin etuyhteydessä olevat osapuolet voidaan jättää tämän käsitteen ulkopuolelle , ja olisi määriteltävä käsite ` etuyhteys ` ; lisäksi on tarpeen säätää siitä , että polkumyyntimenettely voidaan aloittaa yhteisön tietyn alueen tuottajien puolesta , ja vahvistaa tällaisen alueen määrityksen suuntaviivat ;",54,55,suuntaviivat,suunta#viiva,Plur
fi,e1071.13,Turkki ei ole toistaiseksi edistynyt olennaisesti juuri poliittisten kriteerien kohdalla aikomuksia koskevia ilmoituksia lukuun ottamatta.,Turkki ei ole toistaiseksi edistynyt olennaisesti juuri poliittisten kriteerien kohdalla aikomuksia koskevia ilmoituksia lukuun ottamatta .,12,13,ilmoituksia,ilmoitus,Plur
fi,e1022.1,"(PT) Arvoisa puhemies, haluan vain ilmoittaa teille, että ehdotamme tarkistukseemme 1 suullista tarkistusta.","( PT ) Arvoisa puhemies , haluan vain ilmoittaa teille , että ehdotamme tarkistukseemme 1 suullista tarkistusta .",16,17,tarkistusta,tarkistus,Sing
fi,j006.92,"Tehostetaan maahanpääsymenettelyjen kohteena olevien henkilöiden huollettaville sekä naisille, lapsille, vanhuksille, lukutaidottomille ja vajaakuntoisille tarkoitettuja tutustuttamisohjelmia ja muita toimia","Tehostetaan maahanpääsymenettelyjen kohteena olevien henkilöiden huollettaville sekä naisille , lapsille , vanhuksille , lukutaidottomille ja vajaakuntoisille tarkoitettuja tutustuttamisohjelmia ja muita toimia",17,18,tutustuttamisohjelmia,tutustuttamis#ohjelma,Plur
fi,wn017.3,"Aiempi, joulukuussa 2007 asiasta järjestetty kansanäänestys ei tuottanut haluttua tulosta (51 % kannatti tuolloin valtakausien rajauksen säilyttämistä äänestysaktiivisuuden ollessa 56 %), joten tällä kertaa äänestäjien aktivoimiseen panostettiin enemmän.","Aiempi , joulukuussa 2007 asiasta järjestetty kansanäänestys ei tuottanut haluttua tulosta ( 51 % kannatti tuolloin valtakausien rajauksen säilyttämistä äänestysaktiivisuuden ollessa 56 % ) , joten tällä kertaa äänestäjien aktivoimiseen panostettiin enemmän .",17,18,rajauksen,rajaus,Sing
fi,s307.36,Sijainti: Päärakennus,Sijainti : Päärakennus,2,3,Päärakennus,pää#rakennus,Sing
fi,h1021.7,Fiat on kankeampi kääntyjä kuin Nissan ja Opel mutta ketterämpi kuin Renault.,Fiat on kankeampi kääntyjä kuin Nissan ja Opel mutta ketterämpi kuin Renault .,3,4,kääntyjä,kääntyjä,Sing
fi,w004.31,"Ensimmäinen dokumentoitu pysyvä asutus saariryhmälle saapui vuonna 1830, jolloin Grönvikin lasitehtaan palkkaama koivulahtelainen metsänvartija Marcus Bäck ja hänen vaimonsa Brita asettuivat sinne asumaan.","Ensimmäinen dokumentoitu pysyvä asutus saariryhmälle saapui vuonna 1830 , jolloin Grönvikin lasitehtaan palkkaama koivulahtelainen metsänvartija Marcus Bäck ja hänen vaimonsa Brita asettuivat sinne asumaan .",14,15,metsänvartija,metsä#vartija,Sing
fi,w014.25,1990-luvun loppupuolella KTM nousi motocrossin MM-sarjassakin varteenotettavaksi japanilaismerkkien haastajaksi.,1990-luvun loppupuolella KTM nousi motocrossin MM-sarjassakin varteenotettavaksi japanilaismerkkien haastajaksi .,1,2,loppupuolella,loppu#puoli,Sing
fi,u036.14,Neljännes yrityksistä ennakoi lisäävänsä henkilöstöään.,Neljännes yrityksistä ennakoi lisäävänsä henkilöstöään .,0,1,Neljännes,neljännes,Sing
fi,b510.5,"Visualisoinnit on muodostettu parsitusta datasta Highcharts JS:n avulla, jonka lisenssi on sama kuin datallakin eli Nimeä-epäkaupallinen-tarttuva 3.0.","Visualisoinnit on muodostettu parsitusta datasta Highcharts JS:n avulla , jonka lisenssi on sama kuin datallakin eli Nimeä-epäkaupallinen-tarttuva 3.0 .",0,1,Visualisoinnit,visualisointi,Plur
fi,b202.74,"Tämän postauksen angstivibat eivät muuten olleet mielikuvituksenne tuotetta, jos ehditte jo luulla niin.","Tämän postauksen angstivibat eivät muuten olleet mielikuvituksenne tuotetta , jos ehditte jo luulla niin .",2,3,angstivibat,angsti#viba,Plur
fi,b201.39,Tykkään aivan mielettömästi piirretyistä ja tästä tuli kyllä eräs uusista elokuvasuosikeistani.:),Tykkään aivan mielettömästi piirretyistä ja tästä tuli kyllä eräs uusista elokuvasuosikeistani . :),3,4,piirretyistä,piirretty,Plur
fi,wn052.3,"Yritykset ja yhteisöt, joiden vuosittainen liikevaihto on yli 400 000 euroa, maksaisivat mediamaksua noin kolminkertaisen määrän.","Yritykset ja yhteisöt , joiden vuosittainen liikevaihto on yli 400 000 euroa , maksaisivat mediamaksua noin kolminkertaisen määrän .",2,3,yhteisöt,yhteisö,Plur
fi,s302.1,Naistutkimuksen perusteet,Naistutkimuksen perusteet,0,1,Naistutkimuksen,nais#tutkimus,Sing
fi,wn005.16,Sen lupa oli myönnetty 19. lokakuuta ja lupahakemuksen liitteenä oli ampumaseuran todistus jäsenyydestä.,Sen lupa oli myönnetty 19. lokakuuta ja lupahakemuksen liitteenä oli ampumaseuran todistus jäsenyydestä .,1,2,lupa,lupa,Sing
fi,u042.7,Kansainvälisen tiedemaailman kongresseja jäljittelevässä tapahtumassa nuoret tutkijat esittelevät viikon mittaan töitään myös yleisölle avoimissa seminaariesityksissä.,Kansainvälisen tiedemaailman kongresseja jäljittelevässä tapahtumassa nuoret tutkijat esittelevät viikon mittaan töitään myös yleisölle avoimissa seminaariesityksissä .,6,7,tutkijat,tutkija,Plur
fi,h1005.25,"Mari myy autoaan Dublinissa, ja on siis pian muuttamassa Uuteen-Seelantiin, eli ostaja pitäisi löytyä pikaiseen tahtiin.","Mari myy autoaan Dublinissa , ja on siis pian muuttamassa Uuteen-Seelantiin , eli ostaja pitäisi löytyä pikaiseen tahtiin .",13,14,ostaja,ostaja,Sing
fi,b114.6,"Viime aikoina siellä on ollut niin paljon pakkasta, ettei tekemistä ole oikein ollut.","Viime aikoina siellä on ollut niin paljon pakkasta , että ei tekemistä ole oikein ollut .",1,2,aikoina,aika,Plur
fi,u024.2,"Risto Lammintaustan 60-vuotispäivää juhlistettiin farmakologian, lääkekehityksen ja lääkehoidon oppiaineen järjestämässä symposiumissa.","Risto Lammintaustan 60-vuotispäivää juhlistettiin farmakologian , lääkekehityksen ja lääkehoidon oppiaineen järjestämässä symposiumissa .",6,7,lääkekehityksen,lääke#kehitys,Sing
fi,fB02.67,"Mikäli Molla ja mahdollisesti vastaantulevien valojen aikaansaaja, auto tai jopa kuorma-auto törmäisivät, ei olisi juurikaan väliä kuinka kauan mulla menis kotimatkaan.","Mikäli Molla ja mahdollisesti vastaantulevien valojen aikaansaaja , auto tai jopa kuorma-auto törmäisivät , ei olisi juurikaan väliä kuinka kauan mulla menis kotimatkaan .",8,9,auto,auto,Sing
fi,t002.13,"Euroalueen ostopäällikköindeksi laski heinäkuussa 50,4:ään eli alimmilleen sitten lokakuun 2009.","Euroalueen ostopäällikköindeksi laski heinäkuussa 50,4:ään eli alimmilleen sitten lokakuun 2009 .",1,2,ostopäällikköindeksi,osto#päällikkö#indeksi,Sing
