language,sent_id,sentence,tokens,word_idx,token_id,form,lemma,number
en,reviews-038358-0001,heating system Angels,heating system Angels,2,3,Angels,angel,Plur
en,email-enronsent02_01-0024,"the stock circularisation initiated for close of business 23rd - with full reconciliation of returns to current system data by traffic/co-ordination an audit of the stock and forward valuation report for the 30th ( replacing planned 23rd review due to system issues ), requiring full download of contract detail for later reference","the stock circularisation initiated for close of business 23rd - with full reconciliation of returns to current system data by traffic / co-ordination an audit of the stock and forward valuation report for the 30th ( replacing planned 23rd review due to system issues ) , requiring full download of contract detail for later reference",50,51,contract,contract,Sing
en,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0025,"Not only did Bush not know who General Pervez Musharraf was, he seems to have confused coup-making with ""taking office,"" and moreover went on to suggest that the overthrow of an elected prime minister and the installation in power of the Pakistan military, then the world's strongest supporter of the Taliban, would bring ""stability!""","Not only did Bush not know who General Pervez Musharraf was , he seems to have confused coup - making with "" taking office , "" and moreover went on to suggest that the overthrow of an elected prime minister and the installation in power of the Pakistan military , then the world 's strongest supporter of the Taliban , would bring "" stability ! """,44,45,power,power,Sing
en,email-enronsent40_01-0082,Days away: Sept. 21 through Oct. 3 (assuming you work on the day we leave and go back to work the day after we return),Days away : Sept. 21 through Oct. 3 ( assuming you work on the day we leave and go back to work the day after we return ),0,1,Days,day,Plur
en,email-enronsent43_01-0125,Daniels is not set up for prepayments as they bill off an invoice and the main office and accounting had to create an invoice for a chromatograph that had not been delivered.,Daniels is not set up for prepayments as they bill off an invoice and the main office and accounting had to create an invoice for a chromatograph that had not been delivered .,23,24,invoice,invoice,Sing
en,reviews-128636-0006,He got the pictures back to me quickly.,He got the pictures back to me quickly .,3,4,pictures,picture,Plur
en,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0009,"I came to know of you in my search for a reliable and reputable person to handle a very confidential business transaction, which involves the transfer of a huge sum of money to an account requiring maximum confidence.","I came to know of you in my search for a reliable and reputable person to handle a very confidential business transaction , which involves the transfer of a huge sum of money to an account requiring maximum confidence .",35,36,account,account,Sing
en,reviews-330966-0004,"I have never considered this a real problem as I travel without kids and can fend for myself, but when I had to listen to a (non-violent) domestic fight that lasted from 1 AM to 5 AM during my last stay and I found out that the front desk was unmanned during night hours, my choice was to either waste tax payers money by calling for a yet another police dispatch to this hotel, or just get over it.","I have never considered this a real problem as I travel without kids and can fend for myself , but when I had to listen to a ( non-violent ) domestic fight that lasted from 1 AM to 5 AM during my last stay and I found out that the front desk was unmanned during night hours , my choice was to either waste tax payers money by calling for a yet another police dispatch to this hotel , or just get over it .",51,52,desk,desk,Sing
en,answers-20111108071852AAxbh5F_ans-0013,"he might never be a cuddly, loving, tame bird, but you can still have a friendly bond.","he might never be a cuddly , loving , tame bird , but you can still have a friendly bond .",10,11,bird,bird,Sing
en,answers-20111108101850AAhNuvz_ans-0004,"There is already a little dog house that I would turn into a little rabbit hutch being kept back there and I was thinking about keeping the rabbit in the run with the chickens, but keeping the chickens in the coop and the rabbit in the hutch at night.","There is already a little dog house that I would turn into a little rabbit hutch being kept back there and I was thinking about keeping the rabbit in the run with the chickens , but keeping the chickens in the coop and the rabbit in the hutch at night .",14,15,rabbit,rabbit,Sing
en,weblog-blogspot.com_dakbangla_20041028153019_ENG_20041028_153019-0006,"While most U.S. secretaries of state -- save perhaps Dean Rusk -- have gobbled up credit for outcomes that they had little to do with, few have been as brazen as Colin Powell.","While most U.S. secretaries of state -- save perhaps Dean Rusk -- have gobbled up credit for outcomes that they had little to do with , few have been as brazen as Colin Powell .",17,18,outcomes,outcome,Plur
en,answers-20111108100419AAKZvMH_ans-0015,I don't like that option though - I think it's pretty cruel and I'd not done properly you'll end up really hurting the rat but not stunning him enough to stop possible injury to your snake.,I do n't like that option though - I think it 's pretty cruel and I'd not done properly you 'll end up really hurting the rat but not stunning him enough to stop possible injury to your snake .,38,39,snake,snake,Sing
en,email-enronsent16_01-0007,"Therefore, any trade mark registration that incorporates the word ONLINE as a suffix in the way that you use it will not enable its owner to prevent others from using the word ONLINE.","Therefore , any trade mark registration that incorporates the word ONLINE as a suffix in the way that you use it will not enable its owner to prevent others from using the word ONLINE .",33,34,ONLINE,online,Sing
en,weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0027,"About 1,200 Indian soldiers were killed during this phase of the conflict.","About 1,200 Indian soldiers were killed during this phase of the conflict .",3,4,soldiers,soldier,Plur
en,answers-20111108102428AAMzXRG_ans-0024,Get a guinea pig.,Get a guinea pig .,2,3,guinea,guinea,Sing
en,reviews-234261-0004,We live in the sub-division around the corner and after it happened and we brought it up at some neighborhood gatherings we discovered that several people from this neighborhood alone had pets goto Dr. Mann for surgical procedures and came back dead.,We live in the sub-division around the corner and after it happened and we brought it up at some neighborhood gatherings we discovered that several people from this neighborhood alone had pets go to Dr. Mann for surgical procedures and came back dead .,4,5,sub-division,sub-division,Sing
en,weblog-blogspot.com_dakbangla_20041028153019_ENG_20041028_153019-0002,"Over nine dozen temples that had served the Hindu population have been destroyed, with some used as building material and others as urinals.","Over nine dozen temples that had served the Hindu population have been destroyed , with some used as building material and others as urinals .",3,4,temples,temple,Plur
en,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0107,"According to Linda Bilmes of Harvard and Nobel Laureate Joseph E. Stiglitz of Columbia University, the final cost of the Iraq occupation will run between $1 trillion and $2 trillion, surpassing by orders of magnitude the estimates put forth by the Bush administration.","According to Linda Bilmes of Harvard and Nobel Laureate Joseph E. Stiglitz of Columbia University , the final cost of the Iraq occupation will run between $ 1 trillion and $ 2 trillion , surpassing by orders of magnitude the estimates put forth by the Bush administration .",40,41,estimates,estimate,Plur
en,email-enronsent26_01-0044,"On the issue of the contracts, the draft says that the $170m is paid when the EPC contract is signed.","On the issue of the contracts , the draft says that the $ 170 m is paid when the EPC contract is signed .",8,9,draft,draft,Sing
en,email-enronsent16_01-0105,I just got a call from Dave and Frank and they tell me I have a whole week this time to approve the whole counterparty list to trade Australian financial power.,I just got a call from Dave and Frank and they tell me I have a whole week this time to approve the whole counterparty list to trade Australian financial power .,17,18,week,week,Sing
en,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0060,"The 1.25 million people who have been housed in stadiums and convention centers across Texas will begin to populate Houston, Dallas, San Antonio and Galveston, and the surrounding areas.","The 1.25 million people who have been housed in stadiums and convention centers across Texas will begin to populate Houston , Dallas , San Antonio and Galveston , and the surrounding areas .",12,13,centers,center,Plur
en,email-enronsent33_01-0163,A team of San Diego's best anti-trust and class action attorneys has been assembled to take on the electric generators and marketers in California state court in an effort to return the electricity overcharges that have battered San Diego and the rest of California this year.,A team of San Diego 's best anti-trust and class action attorneys has been assembled to take on the electric generators and marketers in California state court in an effort to return the electricity overcharges that have battered San Diego and the rest of California this year .,42,43,rest,rest,Sing
en,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0006,The true absurdity of the entire situation is easily appreciated when we consider that George W. Bush never showed any bravery at all at any point in his life.,The true absurdity of the entire situation is easily appreciated when we consider that George W. Bush never showed any bravery at all at any point in his life .,6,7,situation,situation,Sing
en,email-enronsent02_01-0010,"The intention of the efforts and actions documented in my earlier update ( see attached email ) was to provide a robust position signoff process for total metal tonnage, spread and brand and location a timely substantiation of stock on balance sheet forward MTM debtors and creditor balances OBSF transactional values and a reconciliation of the barclays intercompany account","The intention of the efforts and actions documented in my earlier update ( see attached email ) was to provide a robust position signoff process for total metal tonnage , spread and brand and location a timely substantiation of stock on balance sheet forward MTM debtors and creditor balances OBSF transactional values and a reconciliation of the barclays intercompany account",48,49,balances,balance,Plur
en,email-enronsent07_01-0001,"Listening to the Edison call w/investors Edison says they will pay everyone at the same time (""big bang"" approach) sometime in Q1'02.","Listening to the Edison call w/ investors Edison says they will pay everyone at the same time ( "" big bang "" approach ) sometime in Q1 '02 .",6,7,investors,investor,Plur
en,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0049,This refers to the alleged scanning of all Usenet traffic by the National Security Agency (and possibly other intelligence organizations) for interesting keywords.,This refers to the alleged scanning of all Usenet traffic by the National Security Agency ( and possibly other intelligence organizations ) for interesting keywords .,19,20,intelligence,intelligence,Sing
en,email-enronsent01_02-0010,"I believe that these are three weekends in a row, January 6, 13 and 20th.","I believe that these are three weekends in a row , January 6 , 13 and 20th .",6,7,weekends,weekend,Plur
en,email-enronsent13_01-0043,CONGRATULATIONS!!!!!!!,CONGRATULATIONS !!!!!!!,0,1,CONGRATULATIONS,congratulation,Plur
en,answers-20111108105629AAiZUDY_ans-0034,"In the winter, they will usually go deep underground and enter a hibernation-like state called brumation, which is characterized by a slowed metabolism and reduced activity.","In the winter , they will usually go deep underground and enter a hibernation - like state called brumation , which is characterized by a slowed metabolism and reduced activity .",18,19,brumation,brumation,Sing
en,answers-20111107175720AAlb2TB_ans-0012,"Ireland receives a lot of rain, with certain areas getting a soaking as many as 270 days of the year.","Ireland receives a lot of rain , with certain areas getting a soaking as many as 270 days of the year .",12,13,soaking,soaking,Sing
en,email-enronsent40_01-0089,"Sat. Sept. 23 - Drive to St. Tropez - through Nice , Cannes & other coastal towns, check-in mid afternoon","Sat. Sept. 23 - Drive to St. Tropez - through Nice , Cannes & other coastal towns , check - in mid afternoon",16,17,towns,town,Plur
