language,sent_id,sentence,tokens,word_idx,token_id,form,lemma,number
es,es-train-007-s231,"Las misiones son casos, en donde los jugadores consiguen sus propios acceso a un mapa específico, así pueden haber varios jugadores que procuran matar a un Raid Boss en un Dungeon dentro de sus propias misiones, sin interferir entre ellos.","Las misiones son casos , en donde los jugadores consiguen sus propios acceso a un mapa específico , así pueden haber varios jugadores que procuran matar a un Raid Boss en un Dungeon dentro de sus propias misiones , sin interferir entre ellos .",3,4,casos,caso,Plur
es,es-train-006-s114,"Adicionalmente a esto, en The Titans Expansion ""Asesino de Bestias"" hace más fuertes a estos soldados contra las unidades míticas.","Adicionalmente a esto , en The Titans Expansion "" Asesino de Bestias "" hace más fuertes a estos soldados contra las unidades míticas .",21,22,unidades,unidad,Plur
es,es-train-010-s15,"Fue el capitán del equipo durante diez años y tiene, además, el récord de ser el futbolista que más partidos ha disputado con el Real Murcia a lo largo de su historia.","Fue el capitán de el equipo durante diez años y tiene , además , el récord de ser el futbolista que más partidos ha disputado con el Real Murcia a lo largo de su historia .",8,9,años,año,Plur
es,es-train-024-s312,La cadena del fitilo sirve para anclar la molécula de clorofila en la estructura anfipática de los complejos moleculares en que residen las clorofilas.,La cadena de el fitilo sirve para anclar la molécula de clorofila en la estructura anfipática de los complejos moleculares en que residen las clorofilas .,18,19,complejos,complejo,Plur
es,es-train-019-s73,"Se compone de un patio central encuadrado por una galería cubierta, bajo la cual se resguardan las acémilas en las noches invernales.","Se compone de un patio central encuadrado por una galería cubierta , bajo la cual se resguardan las acémilas en las noches invernales .",9,10,galería,galería,Sing
es,es-train-005-s389,"Su costo ascendió a 8.321 pesos, un tomín y 13 gramos de plata.","Su costo ascendió a 8.321 pesos , un tomín y 13 gramos de plata .",8,9,tomín,tomín,Sing
es,es-train-022-s345,"A Pescio se le debe el edificio que hoy ocupa la Escuela, el envío de profesores al extranjero, la instalación de una imprenta y un sello editorial (primero denominada Prensas de Escuela de Derecho y luego EDEVAL) y una radio (Valentín Letelier), la robusta dotación de la biblioteca y el impulso de la investigación y las publicaciones.","A Pescio se le debe el edificio que hoy ocupa la Escuela , el envío de profesores a el extranjero , la instalación de una imprenta y un sello editorial ( primero denominada Prensas de Escuela de Derecho y luego EDEVAL ) y una radio ( Valentín Letelier ) , la robusta dotación de la biblioteca y el impulso de la investigación y las publicaciones .",52,53,dotación,dotación,Sing
es,es-train-025-s139,"La operación salida del Real Madrid se cerraba hace unas horas con tres jugadores fuera, dos cedidos, uno vendido a coste cero.","La operación salida de el Real Madrid se cerraba hace unas horas con tres jugadores fuera , dos cedidos , uno vendido a coste cero .",11,12,horas,hora,Plur
es,es-train-004-s18,La percepción de la potencia es una sensación que es proporcional al logaritmo de esa potencia.,La percepción de la potencia es una sensación que es proporcional a el logaritmo de esa potencia .,1,2,percepción,percepción,Sing
es,es-train-001-s180,"Su puesto en el ejército no era compatible con la conversión al cristianismo, ya que esto significaba un abierto desafío a la autoridad del emperador.","Su puesto en el ejército no era compatible con la conversión a el cristianismo , ya que esto significaba un abierto desafío a la autoridad de el emperador .",27,28,emperador,emperador,Sing
es,es-train-007-s160,"En la práctica es posible detectar desde litio, Z = 3 hasta uranio, Z = 92, aunque con técnicas especiales también es posible detectar elementos trasuranicos.","En la práctica es posible detectar desde litio , Z = 3 hasta uranio , Z = 92 , aunque con técnicas especiales también es posible detectar elementos trasuranicos .",27,28,elementos,elemento,Plur
es,es-train-016-s138,"Son formulaciones a base de varios compuestos químicos incluyendo hormonas, aminoácidos, vitaminas, enzimas y elementos minerales, y son los más conocidos y de uso común en la agricultura.","Son formulaciones a base de varios compuestos químicos incluyendo hormonas , aminoácidos , vitaminas , enzimas y elementos minerales , y son los más conocidos y de uso común en la agricultura .",17,18,elementos,elemento,Plur
es,es-train-007-s475,"Es una especie arborícola y diurna que se especializa en comer lagartijas y ocasionalmente insectos, anuros, pájaros y hasta pequeños mamíferos.","Es una especie arborícola y diurna que se especializa en comer lagartijas y ocasionalmente insectos , anuros , pájaros y hasta pequeños mamíferos .",11,12,lagartijas,lagartija,Plur
es,es-train-023-s399,"El sistema permitía acciones como adivinar un resultado de un partido o de un concurso con la posibilidad de ganar diversos premios, y vino precedido por una campaña publicitaria en los canales de la televisión pública.","El sistema permitía acciones como adivinar un resultado de un partido o de un concurso con la posibilidad de ganar diversos premios , y vino precedido por una campaña publicitaria en los canales de la televisión pública .",32,33,canales,canal,Plur
es,es-train-004-s165,"Sin embargo, esta operación nunca se llevó a cabo, y RTL Group aumentó su presencia accionarial.","Sin embargo , esta operación nunca se llevó a cabo , y RTL Group aumentó su presencia accionarial .",9,10,cabo,cabo,Sing
es,es-train-003-s442,En 2008 afirmó con humor: «Cualquier grupo con pantalones elásticos y el pelo largo era mi grupo favorito.,En 2008 afirmó con humor : « Cualquier grupo con pantalones elásticos y el pelo largo era mi grupo favorito .,4,5,humor,humor,Sing
es,es-train-004-s43,Me parece una de las mejores opciones hoy en día.,Me parece una de las mejores opciones hoy en día .,6,7,opciones,opción,Plur
es,es-train-022-s90,"Cuando esta obra concluye con una conversación de Mickey Mouse con el director Leopold Stokowski desde el original, Fantasia, Mickey continuación, pasa a charlar con Levine antes de que éste introduce Pompa y circunstancia.","Cuando esta obra concluye con una conversación de Mickey Mouse con el director Leopold Stokowski desde el original , Fantasia , Mickey continuación , pasa a charlar con Levine antes de que éste introduce Pompa y circunstancia .",2,3,obra,obra,Sing
es,es-train-017-s329,"El rotativo señala en su edición digital que un laboratorio comercial informó el viernes a las autoridades sanitarias que tres neoyorquinos sufrían los síntomas típicos de la enfermedad, que provoca deshidratación y diarrea.","El rotativo señala en su edición digital que un laboratorio comercial informó el viernes a las autoridades sanitarias que tres neoyorquinos sufrían los síntomas típicos de la enfermedad , que provoca deshidratación y diarrea .",20,21,neoyorquinos,neoyorquino,Plur
es,es-train-003-s350,Canta su repertorio y canciones con nuevas versiones acompañado de 12 pianos.,Canta su repertorio y canciones con nuevas versiones acompañado de 12 pianos .,4,5,canciones,canción,Plur
es,es-train-008-s77,El ganador es quien logra advinar el mayor número de predicciones.,El ganador es quien logra advinar el mayor número de predicciones .,8,9,número,número,Sing
es,es-train-017-s69,"Y ya no sólo ante estos grandes asuntos, sino dejándose convencer por determinadas personas, para discriminar u obligar a rebajarse a protocolos absurdos a una nueva peña bética nacida para y en pro del Real Betis Balompié por béticos de diversa condición y de un solo sentimiento, pero que por desgracia ha sido señalada por oportunistas de turno como loperista ""tragándose"" esta historia el presidente del Real Betis, que sabrá muy bien a la nueva peña a la que me refiero y que se siente profundamente decepcionada por el comportamiento del mito del beticismo, del bing bang, de la supermarca, aunque no tanto por un administrador judicial que desempeña bien su trabajo y mantiene una cortesía admirable, por desgracia incluso a veces poco conveniente para un mundo feroz como el del fútbol.","Y ya no sólo ante estos grandes asuntos , sino dejando se convencer por determinadas personas , para discriminar u obligar a rebajar se a protocolos absurdos a una nueva peña bética nacida para y en pro de el Real Betis Balompié por béticos de diversa condición y de un solo sentimiento , pero que por desgracia ha sido señalada por oportunistas de turno como loperista "" tragando se "" esta historia el presidente de el Real Betis , que sabrá muy bien a la nueva peña a la que me refiero y que se siente profundamente decepcionada por el comportamiento de el mito de el beticismo , de el bing bang , de la supermarca , aunque no tanto por un administrador judicial que desempeña bien su trabajo y mantiene una cortesía admirable , por desgracia incluso a veces poco conveniente para un mundo feroz como el de el fútbol .",128,129,trabajo,trabajo,Sing
es,es-train-021-s344,También es descrito gobernando más de treinta legiones y teniendo la habilidad de transforman a cualquier hombre en un pájaro.,También es descrito gobernando más de treinta legiones y teniendo la habilidad de transforman a cualquier hombre en un pájaro .,16,17,hombre,hombre,Sing
es,es-train-004-s170,"Por esta razón, y debido a que los ingenieros encargados de la construcción eran de origen francés, el pueblo tiene como patrón a San Luis Rey de Francia.","Por esta razón , y debido a que los ingenieros encargados de la construcción eran de origen francés , el pueblo tiene como patrón a San Luis Rey de Francia .",2,3,razón,razón,Sing
es,es-train-026-s21,"Como en otros dinosaurios, escudos s triangulares gruesos se proyectan del postorbital, sobre y detrás de los ojos, así como también del yugal el hueso, debajo y detrás de los ojos.","Como en otros dinosaurios , escudos s triangulares gruesos se proyectan de el postorbital , sobre y detrás de los ojos , así como también de el yugal el hueso , debajo y detrás de los ojos .",13,14,postorbital,postorbital,Sing
es,es-train-012-s35,"Los padres llevan a los niños a hospitales públicos donde no hay especialistas, pero donde es fácil obtener la medicación.","Los padres llevan a los niños a hospitales públicos donde no hay especialistas , pero donde es fácil obtener la medicación .",12,13,especialistas,especialista,Plur
es,es-train-008-s381,Este sería el primero de los 30 títulos locales con los que cuenta la institución.,Este sería el primero de los 30 títulos locales con los que cuenta la institución .,14,15,institución,institución,Sing
es,es-train-028-s220,Del total de la población el 89.85 % eran hispanos o latinos de cualquier raza.,Del total de la población el 89.85 % eran hispanos o latinos de cualquier raza .,11,12,latinos,latino,Plur
es,es-train-013-s30,"Realizó, alrededor de 2004, un estudio comparativo de las Islas del Golfo de California, que más tarde serían declaradas por la Unesco como Patrimonio Mundial de la Humanidad.","Realizó , alrededor de 2004 , un estudio comparativo de las Islas de el Golfo de California , que más tarde serían declaradas por la Unesco como Patrimonio Mundial de la Humanidad .",11,12,Islas,isla,Plur
es,es-train-009-s497,"Las principales armadas del mundo aún continuaron construyendo buques con mástiles, sin torretas y con suficiente francobordo para combatir en alta mar.","Las principales armadas de el mundo aún continuaron construyendo buques con mástiles , sin torretas y con suficiente francobordo para combatir en alta mar .",23,24,mar,mar,Sing
es,es-train-005-s145,"Por ello, en el escrito enviado al titular del juzgado de instrucción número 30 de Barcelona, Juli Solaz, las defensas de Fèlix Millet, Jordi Montull y su hija Gemma Montull piden que de forma urgente se traslade su petición al ministerio fiscal para que emita un informe sobre su propuesta, puesto que las comparecencias en la comisión de investigación empezarán el próximo lunes.","Por ello , en el escrito enviado a el titular de el juzgado de instrucción número 30 de Barcelona , Juli Solaz , las defensas de Fèlix Millet , Jordi Montull y su hija Gemma Montull piden que de forma urgente se traslade su petición a el ministerio fiscal para que emita un informe sobre su propuesta , puesto que las comparecencias en la comisión de investigación empezarán el próximo lunes .",66,67,investigación,investigación,Sing
es,es-train-004-s307,Se construyó un prototipo y 21 aviones de serie.,Se construyó un prototipo y 21 aviones de serie .,8,9,serie,serie,Sing
es,es-train-004-s134,"Las ruedas de palas eran accionadas por cuatro máquinas de vapor que desarrollaban una potencia de 1.000 CV, y la hélice era accionada gracias a otra máquina (de 4 cilindros con 2,13 m), que era alimentada por seis calderas y desarrollaba 1600 CV.","Las ruedas de palas eran accionadas por cuatro máquinas de vapor que desarrollaban una potencia de 1.000 CV , y la hélice era accionada gracias a otra máquina ( de 4 cilindros con 2,13 m ) , que era alimentada por seis calderas y desarrollaba 1600 CV .",10,11,vapor,vapor,Sing
es,es-train-018-s165,En el lapso de dos décadas se había vencido la barrera del Sahara y dio comienzo el comercio de oro y esclavos en lo que hoy es Senegal.,En el lapso de dos décadas se había vencido la barrera de el Sahara y dio comienzo el comercio de oro y esclavos en lo que hoy es Senegal .,5,6,décadas,década,Plur
es,es-train-004-s250,"Con 1,91 metros de estatura, jugaba en la posición de base.","Con 1,91 metros de estatura , jugaba en la posición de base .",2,3,metros,metro,Plur
es,es-train-007-s380,"La tribu cuenta con unos 70 géneros y es común a todos los continentes excepto la Antártida, la mayor diversidad de la tribu está representada en el sudeste de Asia.","La tribu cuenta con unos 70 géneros y es común a todos los continentes excepto la Antártida , la mayor diversidad de la tribu está representada en el sudeste de Asia .",1,2,tribu,tribu,Sing
es,es-train-012-s207,"Los resultados de las elecciones internas consagraron el liderazgo de de la Sota, dado que el Peronismo Renovador obtuvo el 86,98 % de los votos para el candidato a gobernador y el 82,35 % para el candidato a intendente.","Los resultados de las elecciones internas consagraron el liderazgo de de la Sota , dado que el Peronismo Renovador obtuvo el 86,98 % de los votos para el candidato a gobernador y el 82,35 % para el candidato a intendente .",8,9,liderazgo,liderazgo,Sing
es,es-train-014-s397,"Mucho antes, Komárom era un suburbio, conocido como Újszőny, de la actual Komárno, que entonces se llamaba Komárom.","Mucho antes , Komárom era un suburbio , conocido como Újszőny , de la actual Komárno , que entonces se llamaba Komárom .",6,7,suburbio,suburbio,Sing
es,es-train-014-s83,"En la temporada 1983, Rangers, después de muchos años de altibajos, conformó un gran equipo, bajo la dirección técnica de Orlando Aravena.","En la temporada 1983 , Rangers , después de muchos años de altibajos , conformó un gran equipo , bajo la dirección técnica de Orlando Aravena .",10,11,años,año,Plur
es,es-train-020-s24,"Meses más tarde, en un momento en que Éxodus fue encarcelado brevemente, los Acólitos se dividieron en dos grupos, cada uno la búsqueda de Magneto.","Meses más tarde , en un momento en que Éxodus fue encarcelado brevemente , los Acólitos se dividieron en dos grupos , cada uno la búsqueda de Magneto .",6,7,momento,momento,Sing
es,es-train-029-s35,"Me hicieron las cortinas de casa y unos estores, y la verdad es que he quedado muy contenta, sobre todo comparando con los presupuestos que me habían dado antes.","Me hicieron las cortinas de casa y unos estores , y la verdad es que he quedado muy contenta , sobre todo comparando con los presupuestos que me habían dado antes .",8,9,estores,estor,Plur
es,es-train-010-s340,El sitio cuenta con playas de arena blanca y se pueden realizar paseos en bote por el río Tebicuarymí.,El sitio cuenta con playas de arena blanca y se pueden realizar paseos en bote por el río Tebicuarymí .,1,2,sitio,sitio,Sing
es,es-train-010-s411,"Un sitio familiar y entrañable, donde siempre se encuentra una cara amiga, y donde te invitan a un chupito en la barra si necesitan hacer sitio.","Un sitio familiar y entrañable , donde siempre se encuentra una cara amiga , y donde te invitan a un chupito en la barra si necesitan hacer sitio .",20,21,chupito,chupito,Sing
es,es-train-013-s139,"En diversos frentes, la empresa de la manzana ahora debe considerar a su contrincante desde una nueva óptica.","En diversos frentes , la empresa de la manzana ahora debe considerar a su contrincante desde una nueva óptica .",18,19,óptica,óptico,Sing
es,es-train-016-s266,"La potencialidad minera se expresa por minerales no metálicos como: caliza, arenas, silicato, cuarzo, arcilla roja, feldespato, grava, arena silícea y fosforita.","La potencialidad minera se expresa por minerales no metálicos como : caliza , arenas , silicato , cuarzo , arcilla roja , feldespato , grava , arena silícea y fosforita .",11,12,caliza,caliza,Sing
es,es-train-005-s70,Esta confrontación padre / hijo le permite a Ford explotar y expresar otras facetas de la personalidad de su personaje.,Esta confrontación padre / hijo le permite a Ford explotar y expresar otras facetas de la personalidad de su personaje .,1,2,confrontación,confrontación,Sing
es,es-train-020-s408,"Muy a menudo se esconde bajo tierra, tanto fuera como dentro del agua e imita plantas acuáticas.","Muy a menudo se esconde bajo tierra , tanto fuera como dentro de el agua e imita plantas acuáticas .",17,18,plantas,planta,Plur
es,es-train-004-s384,Al día suguiente al lavarlo nos dimos cuenta que en el parachoques trasero había unas manchas (una especie de gotas) que so se han logrado ir con el paso de los lavados.,Al día suguiente a el lavar lo nos dimos cuenta que en el parachoques trasero había unas manchas ( una especie de gotas ) que so se han logrado ir con el paso de los lavados .,35,36,lavados,lavado,Plur
es,es-train-024-s267,"La agencia asegura que la UE ya está dando pasos para reforzar los sistemas de supervisión comunitarios y la estructura de las instituciones financieras, así como para lograr una mayor coordinación entre los socios europeos y destaca especialmente la creación del Mecanismo Europeo de Estabilidad a partir de 2013.","La agencia asegura que la UE ya está dando pasos para reforzar los sistemas de supervisión comunitarios y la estructura de las instituciones financieras , así como para lograr una mayor coordinación entre los socios europeos y destaca especialmente la creación de el Mecanismo Europeo de Estabilidad a partir de 2013 .",31,32,coordinación,coordinación,Sing
es,es-train-004-s442,"Se alimenta, formando bandadas con otras golondrinas, atrapando moscas y otros insectos al vuelo.","Se alimenta , formando bandadas con otras golondrinas , atrapando moscas y otros insectos a el vuelo .",4,5,bandadas,bandado,Plur
es,es-train-028-s404,Su descubrimiento cambiaría radicalmente la historia de la enfermedad coronaria en todo el mundo.,Su descubrimiento cambiaría radicalmente la historia de la enfermedad coronaria en todo el mundo .,13,14,mundo,mundo,Sing
es,es-train-018-s420,"Francisco Zelada (Colonia del Sacramento, Virreinato de la Plata, 1790 -- Buenos Aires, Argentina, 9 de julio de 1863), militar argentino que comandó la columna más septentrional del Ejército de los Andes durante el Cruce de la Cordillera de los Andes, liberando la ciudad de Copiapó y su jurisdicción.","Francisco Zelada ( Colonia de el Sacramento , Virreinato de la Plata , 1790 -- Buenos Aires , Argentina , 9 de julio de 1863 ) , militar argentino que comandó la columna más septentrional de el Ejército de los Andes durante el Cruce de la Cordillera de los Andes , liberando la ciudad de Copiapó y su jurisdicción .",32,33,columna,columna,Sing
es,es-train-020-s93,"Sus obras El hombre más deseado (1987), El condón asesino (1989), Como conejos (2003) y Lisístrata (1987) han sido llevadas al cine (esta última con producción española), corriendo suertes diferentes.","Sus obras El hombre más deseado ( 1987 ) , El condón asesino ( 1989 ) , Como conejos ( 2003 ) y Lisístrata ( 1987 ) han sido llevadas a el cine ( esta última con producción española ) , corriendo suertes diferentes .",37,38,producción,producción,Sing
es,es-train-015-s210,"Compañías de cine, televisión, productoras de programas y empresas publicitarias han mudado sus centros de grabación, doblaje y posproducción a Bogotá desde México y Buenos Aires.","Compañías de cine , televisión , productoras de programas y empresas publicitarias han mudado sus centros de grabación , doblaje y posproducción a Bogotá desde México y Buenos Aires .",2,3,cine,cine,Sing
es,es-train-024-s30,"Les he visitado este fin de semana, y debo reconocer que no me esperaba un sitio tan agradable y con una cocina que merece la pena probar.","Les he visitado este fin de semana , y debo reconocer que no me esperaba un sitio tan agradable y con una cocina que merece la pena probar .",26,27,pena,pena,Sing
es,es-train-027-s191,Se crearía un nuevo gobierno a partir del de Šubašić y del comité controlado por Tito.,Se crearía un nuevo gobierno a partir de el de Šubašić y de el comité controlado por Tito .,4,5,gobierno,gobierno,Sing
es,es-train-002-s299,Esto es denominado moldes de cuñas y son utilizados para realizar cálculos sobre la evolución del clima hace cientos de miles de años.,Esto es denominado moldes de cuñas y son utilizados para realizar cálculos sobre la evolución de el clima hace cientos de miles de años .,23,24,años,año,Plur
es,es-train-003-s300,"La iniciativa de la diputada de la coalición cívica, Adriana montes, específica que los celíacos deben consumir productos libres de gluten y que por eso es de ""suma importancia que los supermercados e hipermercados tengan una góndola especial donde se exhiban los productos sin TACC es decir trigo, avena, cebada y centeno"".","La iniciativa de la diputada de la coalición cívica , Adriana montes , específica que los celíacos deben consumir productos libres de gluten y que por eso es de "" suma importancia que los supermercados e hipermercados tengan una góndola especial donde se exhiban los productos sin TACC es decir trigo , avena , cebada y centeno "" .",45,46,productos,producto,Plur
es,es-train-024-s100,"En la música tradicional occidental, una octava se divide en 12 semitonos iguales.","En la música tradicional occidental , una octava se divide en 12 semitonos iguales .",12,13,semitonos,semitono,Plur
es,es-train-028-s473,Video grabado por cámara oculta cuando los esbirros de la dictadura arrestaban por la fuerza a la luchadora pacífica Mayesa Galano.,Video grabado por cámara oculta cuando los esbirros de la dictadura arrestaban por la fuerza a la luchadora pacífica Mayesa Galano .,7,8,esbirros,esbirro,Plur
es,es-train-012-s225,"Por deber y por afición, que las tiene: las taberna, los prostíbulos & Pregunta a quien debe y a quien no, en el Chalet del Moro y el casino de la Arrabassada, hasta que los superiores le ordenan que abandone.","Por deber y por afición , que las tiene : las taberna , los prostíbulos & Pregunta a quien debe y a quien no , en el Chalet de el Moro y el casino de la Arrabassada , hasta que los superiores le ordenan que abandone .",33,34,casino,casino,Sing
es,es-train-003-s373,"Los calormenos viven en un desierto, usan turbantes y zapatillas puntiagudas, sus nobles se llaman Tarkaans (Tarkan significa caballero en la cultura turca pre - islámica), están armados con cimitarras, y utilizan el símbolo de una media luna como dinero.","Los calormenos viven en un desierto , usan turbantes y zapatillas puntiagudas , sus nobles se llaman Tarkaans ( Tarkan significa caballero en la cultura turca pre - islámica ) , están armados con cimitarras , y utilizan el símbolo de una media luna como dinero .",39,40,símbolo,símbolo,Sing
es,es-train-024-s314,Para aquellos que tienen responsabilidad política: ustedes enviarían a sus padres a este hospital?,Para aquellos que tienen responsabilidad política : ustedes enviarían a sus padres a este hospital ?,11,12,padres,padre,Plur
es,es-train-006-s350,"Un segundo banco apilastrado con cornisa remata el conjunto y da paso al chapitel poligonal, revestido de azulejos en blanco y azul, coronado por una cruz de hierro que se asienta sobre un cuerpo octogonal, circundado con pilares en los ángulos y coronados con jarrones y antepecho de hierro en cada uno de sus frentes.","Un segundo banco apilastrado con cornisa remata el conjunto y da paso a el chapitel poligonal , revestido de azulejos en blanco y azul , coronado por una cruz de hierro que se asienta sobre un cuerpo octogonal , circundado con pilares en los ángulos y coronados con jarrones y antepecho de hierro en cada uno de sus frentes .",5,6,cornisa,cornisa,Sing
es,es-train-009-s125,"Personalmente, ha opinado que los sindicatos están pendientes de lo que ocurra el próximo lunes, cuando se celebrará un pleno extraordinario en la Asamblea para aprobar la rebaja salarial a los funcionarios y empleados de empresas públicas de la Administración regional, entre los que se encuentran los trabajadores de Metro.","Personalmente , ha opinado que los sindicatos están pendientes de lo que ocurra el próximo lunes , cuando se celebrará un pleno extraordinario en la Asamblea para aprobar la rebaja salarial a los funcionarios y empleados de empresas públicas de la Administración regional , entre los que se encuentran los trabajadores de Metro .",50,51,trabajadores,trabajador,Plur
es,es-train-025-s464,"El postmodernismo se dice que está anunciado por el regreso de ""el ingenio, el ornamento y la referencia"" de la arquitectura, en respuesta al formalismo causado por el Estilo Internacional del modernismo.","El postmodernismo se dice que está anunciado por el regreso de "" el ingenio , el ornamento y la referencia "" de la arquitectura , en respuesta a el formalismo causado por el Estilo Internacional de el modernismo .",16,17,ornamento,ornamento,Sing
es,es-train-002-s301,"La Voz de Cádiz es un periódico regional de Cádiz, España.","La Voz de Cádiz es un periódico regional de Cádiz , España .",6,7,periódico,periódico,Sing
es,es-train-015-s168,"Isra Cards es una empresa pionera en la fabricación de tarjetas sin contacto o RFID (Radio Frecuency IDentification) como las de control de acceso de viajeros, a estadios deportivos, a estaciones de esquí etc.","Isra Cards es una empresa pionera en la fabricación de tarjetas sin contacto o RFID ( Radio Frecuency IDentification ) como las de control de acceso de viajeros , a estadios deportivos , a estaciones de esquí etc .",12,13,contacto,contacto,Sing
es,es-train-021-s371,La comida y el servicio aprueban.,La comida y el servicio aprueban .,4,5,servicio,servicio,Sing
es,es-train-020-s262,"El candidato presidencial de Gana Perú, Ollanta Humala Tasso se pronunció sobre las polémicas declaraciones vertidas por el ex vocero de Fuerza 2011, Jorge Trelles, quien a su juicio ""dijo la verdad"" y en respuesta fue ""silenciado"".","El candidato presidencial de Gana Perú , Ollanta Humala Tasso se pronunció sobre las polémicas declaraciones vertidas por el ex vocero de Fuerza 2011 , Jorge Trelles , quien a su juicio "" dijo la verdad "" y en respuesta fue "" silenciado "" .",15,16,declaraciones,declaración,Plur
es,es-train-020-s224,"En la jornada desarrollada durante 2 días en los espacios de la Universidad Católica Andrés Bello, en Caracas, el gremio periodístico analizó en cinco mesas de trabajo aspectos como la consolidación y fortalecimiento del CNP como órgano representativo de la defensa del periodismo, las mejoras de las condiciones socioeconómicas de los comunicadores sociales y el aspecto ético del ejercicio del periodismo, entre otros.","En la jornada desarrollada durante 2 días en los espacios de la Universidad Católica Andrés Bello , en Caracas , el gremio periodístico analizó en cinco mesas de trabajo aspectos como la consolidación y fortalecimiento de el CNP como órgano representativo de la defensa de el periodismo , las mejoras de las condiciones socioeconómicas de los comunicadores sociales y el aspecto ético de el ejercicio de el periodismo , entre otros .",21,22,gremio,gremio,Sing
